,Word,Pronunciations
80756,ohmer,/ˈoʊmɝ/
80757,ohms,/ˈoʊmz/
80758,ohmura,/oʊˈmuɹə/
80759,ohnemus,/ˈoʊnɪmɪs/
80760,ohnstad,/ˈoʊnstəd/
80761,ohr,/ˈɔɹ/
80762,ohrt,/ˈɔɹt/
80763,ohs,/ˈoʊz/
80764,oi,/ˈɔɪ/
80765,oie,/ˈɔɪ/
80766,oien,/ˈɑin/
80767,oil,/ˈɔɪɫ/
80768,oil's,/ˈɔɪɫz/
80769,oiled,/ˈɔɪɫd/
80770,oiler,/ˈɔɪɫɝ/
80771,oilers,/ˈɔɪɫɝz/
80772,oilfield,/ˈɔɪɫˌfiɫd/
80773,oilfields,/ˈɔɪɫˌfiɫdz/
80774,oiling,/ˈɔɪɫɪŋ/
80775,oilman,/ˈɔɪɫˌmæn/
80776,oilmen,/ˈɔɪɫˈmɛn/
80777,oils,/ˈɔɪɫz/
80778,oilseed,/ˈɔɪɫˌsid/
80779,oilseeds,/ˈɔɪɫˌsidz/
80780,oilwell,/ˈɔɪɫˌwɛɫ/
80781,oily,/ˈɔɪɫi/
80782,ointment,/ˈɔɪntmənt/
80783,oishi,/oʊˈiʃi/
80784,oj,/ˈoʊˈdʒeɪ/
80785,oja,/ˈoʊjə/
80786,ojala,/oʊˈjɑɫə/
80787,ojeda,/oʊˈjeɪdə/
80788,oji,/ˈoʊdʒi/
80789,ojibwa,/oʊˈdʒɪbwə/
80790,ok,/ˈoʊˈkeɪ/
80791,oka,/ˈoʊkə/
80792,okabe,/oʊˈkɑbeɪ/
80793,okada,/oʊˈkɑdə/
80794,okaloosa,"/ˌoʊkəˈɫusə/, /ˌɔkəˈɫusə/"
80795,okamoto,/ˌoʊkəˈmoʊtoʊ/
80796,okamura,/ˌoʊkəˈmʊɹə/
80797,okane,/oʊˈkeɪn/
80798,okano,/oʊˈkɑnoʊ/
80799,okasaki,/ˌoʊkəˈsɑki/
80800,okasan,/oʊˈkeɪzən/
80801,okay,/ˌoʊˈkeɪ/
80802,okayed,/ˌoʊˈkeɪd/
80803,okays,/ˌoʊˈkeɪz/
80804,okaz,/oʊˈkɑz/
80805,okazaki,/oʊkɑˈzɑki/
80806,okdo,/ˈɔkˌdoʊ/
80807,okeechobee,/oʊˌkiˈtʃoʊbi/
80808,okeefe,/oʊˈkif/
80809,okeeffe,/oʊˈkif/
80810,okelley,/oʊˈkɛɫi/
80811,okelly,/oʊˈkɛɫi/
80812,oken,/oʊˈkeɪən/
80813,okerlund,/ˈɑkɝɫənd/
80814,okeson,/ˈoʊkɪsən/
80815,okey,/ˈoʊki/
80816,okey-dokey,/ˈoʊkiˈdoʊki/
80817,oki,/ˈoʊki/
80818,okie,/ˈoʊki/
80819,okimoto,/oʊkiˈmoʊtoʊ/
80820,okin,/ˈoʊkɪn/
80821,okinawa,"/ˌoʊˌkɪˈnɑwə/, /ˌoʊkiˈnɑˌwɑ/"
80822,okinawans,"/ˌoʊˌkiˈnɑwənz/, /ˌoʊˌkɪˈnɑwənz/"
80823,oklahoma,/ˌoʊkɫəˈhoʊmə/
80824,oklahoma's,/ˌoʊkɫəˈhoʊməz/
80825,oklahoman,/ˌoʊkɫəˈhoʊmən/
80826,oklahomans,/ˌoʊkɫəˈhoʊmənz/
80827,okon,/ˈoʊkoʊn/
80828,okoniewski,"/ˌoʊkəˈnuski/, /oʊˌkɑniˈɛvski/"
80829,okonski,/əˈkɑnski/
80830,okpo,/ˈɑkpoʊ/
80831,okra,/ˈoʊkɹə/
80832,okray,/ˈɑkɹeɪ/
80833,oksana,/ˌɑkˈsænə/
80834,oksana's,/ˌɑkˈsænəz/
80835,oksenberg,/ˈɑksənbɝɡ/
80836,okubo,/oʊˈkuboʊ/
80837,okuda,/oʊˈkudə/
80838,okuma,/oʊkˈjumɝ/
80839,okumura,/oʊkuˈmʊɹə/
80840,okun,/ˈoʊkun/
80841,okuno,/oʊkˈjunoʊ/
80842,okura,/oʊˈkuɹə/
80843,okurowski,/oʊkɝˈoʊski/
80844,okwu,/ˈɔkwu/
80845,ol',/ˈoʊɫ/
80846,ola,/ˈoʊɫə/
80847,olack,/ˈoʊɫæk/
80848,olaf,/ˈoʊɫɑf/
80849,olafson,/ˈoʊɫəfsən/
80850,olague,/ˈoʊɫɑɡ/
80851,olah,"/ˈoʊɫə/, /əˈɫɑ/"
80852,olajuwon,/əˈɫaɪdʒuˌɑn/
80853,olajuwon's,/əˈɫaɪdʒuˌɑnz/
80854,oland,/ˈɑɫənd/
80855,olander,/ˈɑɫəndɝ/
80856,olano,/əˈɫɑnoʊ/
80857,olasky,/oʊˈɫæski/
80858,olathe,/oʊˈɫæθi/
80859,olaughlin,/oʊˈɫɔkɫɪn/
80860,olay,/oʊˈɫeɪ/
80861,olayan,/oʊˈɫaɪən/
80862,olberding,/ˈoʊɫbɝdɪŋ/
80863,olbrich,/ˈoʊɫbɹɪk/
80864,olcott,/ˈoʊɫkət/
80865,olczak,/ˈoʊɫtʃæk/
80866,old,/ˈoʊɫd/
80867,old-fashioned,/ˌoʊɫdˈfæʃənd/
80868,old-growth,/ˌoʊɫdˈɡɹoʊθ/
80869,old-school,/ˌoʊɫdˈskuɫ/
80870,old-timer,/ˌoʊɫdˈtaɪmɝ/
80871,old-timers,/ˌoʊɫdˈtaɪmɝz/
80872,old's,/ˈoʊɫdz/
80873,oldaker,/ˈoʊɫdəkɝ/
80874,oldani,/oʊɫˈdɑni/
80875,olde,/ˈoʊɫd/
80876,olden,/ˈoʊɫdən/
80877,oldenburg,/ˈoʊɫdənbɝɡ/
80878,oldenkamp,/ˈoʊɫdɪnkæmp/
80879,older,/ˈoʊɫdɝ/
80880,oldest,/ˈoʊɫdəst/
80881,oldfashioned,/ˌoʊɫdˈfæʃənd/
80882,oldfather,/ˈoʊɫdˌfɑðɝ/
80883,oldfield,/ˈoʊɫdˌfiɫd/
80884,oldham,/ˈoʊɫdəm/
80885,oldham's,/ˈoʊɫdəmz/
80886,oldie,/ˈoʊɫdi/
80887,oldies,/ˈoʊɫdiz/
80888,oldman,/ˈoʊɫdmən/
80889,oldroyd,/ˈoʊɫˌdɹɔɪd/
80890,olds,/ˈoʊɫdz/
80891,oldsmar,/ˈoʊɫdzmɑɹ/
80892,oldsmobile,/ˈoʊɫdzmoʊˌbiɫ/
80893,oldsmobile's,"/ˈoʊɫdzmoʊˌbiɫz/, /ˈoʊɫzmoʊˌbiɫz/"
80894,oldsmobiles,/ˈoʊɫdzmoʊˌbiɫz/
80895,oldster,/ˈoʊɫdstɝ/
80896,oldsters,/ˈoʊɫdstɝz/
80897,oldt,/ˈoʊɫt/
80898,ole,"/ˈoʊɫ/, /ˌoʊˈɫeɪ/"
80899,olea,"/ˈɑɫiə/, /oʊˈɫi/"
80900,oleaginous,/ˌoʊɫiˈædʒənəs/
80901,olean,/oʊˈɫin/
80902,oleander,/ˈoʊɫiˌændɝ/
80903,oleandrin,/oʊɫiˈændɹɪn/
80904,olear,/oʊˈɫɪɹ/
80905,oleary,/oʊˈɫɪɹi/
80906,oleaster,/ˌoʊɫiˈæstɝ/
80907,olefin,/ˈoʊɫəfɪn/
80908,olefins,/ˈoʊɫəfɪnz/
80909,oleg,/ˈoʊɫəɡ/
80910,olejniczak,/əˈɫeɪnɪtʃæk/
80911,olejnik,/əˈɫeɪnɪk/
80912,oleksiak,/əˈɫɛksiæk/
80913,oleksy,/əˈɫɛksi/
80914,olen,/ˈɑɫən/
80915,olender,/ˈɑɫɛndɝ/
80916,olenick,/ˈɑɫɪnɪk/
80917,olenik,/ˈɑɫɪnɪk/
80918,oleo,/ˈoʊɫiˌoʊ/
80919,oleoyl,/ˌoʊɫiˈɔɪɫ/
80920,oleoyls,/ˌoʊɫiˈɔɪɫz/
80921,oler,/ˈoʊɫɝ/
80922,oles,"/ˈoʊɫz/, /ˌoʊˈɫeɪz/"
80923,olesen,/ˈɑɫizən/
80924,oleske,/ˈoʊɫəski/
80925,olesky,/əˈɫɛski/
80926,oleson,/ˈɑɫɪsən/
80927,olestra,/oʊˈɫɛstɹə/
80928,olexa,/əˈɫiksə/
80929,olexson,/ˈoʊɫəksən/
80930,oley,/ˈoʊɫi/
80931,olfactory,/oʊɫˈfæktɝi/
80932,olga,/ˈoʊɫɡə/
80933,olguin,/ˈoʊɫɡɪn/
80934,olick,/ˈoʊɫɪk/
80935,oliff,/ˈɑɫɪf/
80936,oligarch,/ˈoʊɫɪˌɡɑɹk/
80937,oligarchs,/ˈoʊɫɪˌɡɑɹks/
80938,oligarchy,/ˈɑɫəˌɡɑɹki/
80939,oliger,/ˈɑɫɪɡɝ/
80940,oligocene,/ˈɑɫəɡoʊˌsin/
80941,oligopolistic,/oʊˌɫɪɡəpoʊˈɫɪstɪk/
80942,oligopoly,/ˌɑɫɪˈɡɑpəɫi/
80943,olin,/ˈoʊɫɪn/
80944,olin's,/ˈoʊɫɪnz/
80945,olinda,/oʊˈɫində/
80946,olinde,/ˈɑɫɪnd/
80947,olinger,/ˈɑɫɪŋɝ/
80948,oliphant,/ˈɑɫɪfənt/
80949,oliva,/oʊˈɫivə/
80950,olivares,/oʊɫiˈvɑɹɛs/
80951,olivarez,/oʊɫiˈvɑɹɛz/
80952,olivas,/oʊˈɫivɑz/
80953,olive,"/ˈɑɫəv/, /ˈɑɫɪv/"
80954,oliveira,/ˌɑɫɪˈveɪɹə/
80955,oliver,"/ˈɑɫəvɝ/, /ˈɑɫɪvɝ/"
80956,oliver's,/ˈɑɫɪvɝz/
80957,olivera,/oʊɫiˈvɛɹə/
80958,oliveras,/oʊɫiˈvɛɹɑz/
80959,oliveri,/oʊɫiˈvɛɹi/
80960,oliveria,/ˌɑɫɪˈviɹiə/
80961,oliverio,/ˌɑɫɪˈviɹioʊ/
80962,olivero,/oʊɫiˈvɛɹoʊ/
80963,oliveros,/oʊɫiˈvɛɹoʊz/
80964,olives,/ˈɑɫɪvz/
80965,oliveto,/oʊɫiˈveɪtoʊ/
80966,olivette,/ˈɑɫɪˈvɛt/
80967,olivetti,/ˌɑɫɪˈvɛti/
80968,olivetti's,/ˌɑɫɪˈvɛtiz/
80969,olivia,/oʊˈɫɪviə/
80970,olivia's,/oʊˈɫɪviəz/
80971,olivier,/ˌoʊˈɫɪˌviˌeɪ/
80972,olivieri,/oʊɫiˈvɪɹi/
80973,olivine,/ˈɑɫəˌvin/
80974,olivo,/ɔˈɫivoʊ/
80975,oliwa,/oʊˈɫiwə/
80976,olk,"/ˈoʊk/, /ˈoʊɫk/"
80977,olkowski,/oʊɫˈkɔfski/
80978,olkowski's,/oʊɫˈkɔfskiz/
80979,ollar,/ˈɑɫɝ/
80980,oller,/ˈɑɫɝ/
80981,olley,/ˈɑɫi/
80982,ollie,"/ˈɑɫi/, /ˈoʊɫi/"
80983,ollie's,"/ˈɑɫiz/, /ˈoʊɫiz/"
80984,olliff,/ˈɑɫɪf/
80985,ollila,/ˈɑɫɪɫə/
80986,ollinger,/ˈɑɫɪŋɝ/
80987,ollinger's,/ˈɑɫɪŋɝz/
80988,ollis,/ˈɔɫiz/
80989,ollison,/ˈɑɫɪsən/
80990,ollison's,/ˈɑɫɪsənz/
80991,olly,/ˈɑɫi/
80992,olmeda,/oʊɫˈmeɪdə/
80993,olmedo,/oʊɫˈmeɪdoʊ/
80994,olmert,/oʊɫmɝt/
80995,olmo,/ˈoʊɫmoʊ/
80996,olmos,/ˈoʊɫmoʊz/
80997,olmstead,/ˈoʊɫmˌstɛd/
80998,olmstead's,/ˈoʊɫmˌstɛdz/
80999,olney,/ˈoʊɫni/
81000,olof,/ˈoʊɫɔf/
81001,olof's,/ˈoʊɫɔfs/
81002,olofson,/ˈɑɫəfsən/
81003,olofson's,/ˈɑɫəfsənz/
81004,olokuei,/ˌoʊɫoʊˈkui/
81005,olokuei's,/ˌoʊɫoʊˈkuiz/
81006,oloughlin,/oʊˈɫaʊkɫɪn/
81007,olovo,/əˈɫɔvoʊ/
81008,olsdat,/ˈoʊɫzdæt/
81009,olsen,/ˈoʊɫsən/
81010,olsen's,/ˈoʊɫsənz/
81011,olshan,/ˈoʊɫʃən/
81012,olshansky,/ˈoʊɫʃənski/
81013,olshansky's,/ˈoʊɫʃənskiz/
81014,olshefski,/oʊɫˈʃɛfski/
81015,olshefski's,/oʊɫˈʃɛfskiz/
81016,olsher,/ˈoʊɫʃɝ/
81017,olson,/ˈoʊɫsən/
81018,olson's,/ˈoʊɫsənz/
81019,olsson,/ˈoʊɫsən/
81020,olstad,/ˈoʊɫstəd/
81021,olsten,/ˈoʊɫstən/
81022,olszewski,/oʊɫˈʃɛfski/
81023,olt,/ˈoʊɫt/
81024,olthoff,/ˈoʊɫtˌhɔf/
81025,oltman,/ˈoʊɫtmən/
81026,oltmann,/ˈoʊɫtmən/
81027,oltmanns,/ˈoʊɫtmənz/
81028,olund,/ˈɑɫənd/
81029,olva,/ˈoʊɫvə/
81030,olver,/ˈoʊɫvɝ/
81031,olvera,/oʊɫˈvɛɹə/
81032,olvey,/ˈoʊɫvi/
81033,olympia,/oʊˈɫɪmpiə/
81034,olympia's,/oʊˈɫɪmpiəz/
81035,olympiad,/oʊˈɫɪmpiˌæd/
81036,olympiads,/oʊˈɫɪmpiˌæd/
81037,olympian,/oʊˈɫɪmpiən/
81038,olympians,/oʊˈɫɪmpiənz/
81039,olympias,/oʊˈɫɪmpiəs/
81040,olympic,/oʊˈɫɪmpɪk/
81041,olympic's,/oʊˈɫɪmpɪks/
81042,olympics,/oʊˈɫɪmpɪks/
81043,olympics',/oʊˈɫɪmpɪks/
81044,olympus,/oʊˈɫɪmpəs/
81045,olympus',/oʊˈɫɪmpəs/
81046,om,/ˈɔm/
81047,oma,/ˈoʊmə/
81048,omaar,/ˈoʊmɑɹ/
81049,omaha,/ˈoʊməˌhɑ/
81050,omaha's,/ˈoʊməˌhɑz/
81051,omahoney,/oʊməˈhoʊni/
81052,omahony,/oʊməˈhoʊni/
81053,omalley,/oʊˈmæɫi/
81054,oman,/oʊˈmɑn/
81055,omani,/oʊˈmɑni/
81056,omans,/oʊˈmɑnz/
81057,omar,/ˈoʊmɑɹ/
81058,omara,/oʊˈmɑɹə/
81059,omarska,/oʊˈmɑɹskə/
81060,omary,/əˈmɛɹi/
81061,ombudsman,/ˈɑmbədzmən/
81062,omdahl,/ˈɑmˌdɑɫ/
81063,omead,/oʊˈmid/
81064,omeara,"/ˌoʊˈmɑɹə/, /oʊˈmiɹə/"
81065,omega,"/oʊˈmeɪɡə/, /oʊˈmɛɡə/"
81066,omelet,/ˈɑmɫət/
81067,omelets,/ˈɑmɫəts/
81068,omelia,/oʊˈmɛɫiə/
81069,omen,/ˈoʊmən/
81070,omens,/ˈoʊmənz/
81071,omer,/ˈoʊmɝ/
81072,ominous,/ˈɑmənəs/
81073,ominously,/ˈɑmənəsɫi/
81074,omission,/oʊˈmɪʃən/
81075,omissions,/oʊˈmɪʃənz/
81076,omit,/oʊˈmɪt/
81077,omits,/oʊˈmɪts/
81078,omitted,"/oʊˈmɪtəd/, /oʊˈmɪtɪd/"
81079,omitting,/oʊˈmɪtɪŋ/
81080,omlor,/ˈɑmɫɝ/
81081,ommen,"/ˈɑmən/, /ˈoʊmən/"
81082,omni,/ˈɑmni/
81083,omnibank,/ˈɑmnɪˌbæŋk/
81084,omnibook,/ˈɑmnɪˌbʊk/
81085,omnibus,/ˈɑmnəbəs/
81086,omnibuses,/ˈɑmnəbəsəz/
81087,omnicare,/ˈɑmnɪˌkɛɹ/
81088,omnicom,/ˈɑmnɪkɑm/
81089,omnicom's,/ˈɑmnɪkɑmz/
81090,omnipotence,/ɑmˈnɪpətəns/
81091,omnipotent,/ɑmˈnɪpətənt/
81092,omnipresence,/ˌɑmnəˈpɹɛzəns/
81093,omnipresent,/ˌɑmnɪˈpɹɛzənt/
81094,omniscient,/ɑmˈnɪʃənt/
81095,omnivorous,/ɑmˈnɪvɝəs/
81096,omohundro,/oʊmoʊˈhundɹoʊ/
81097,omonia,"/ˈoʊmoʊnjə/, /əˈmoʊniə/"
81098,omori,/oʊˈmɔɹi/
81099,omron,/ˈɑmɹən/
81100,on,"/ˈɑn/, /ˈɔn/"
81101,on-line,/ˈɔnˌɫaɪn/
81102,on-screen,/ˈɑnsˌkɹin/
81103,ona,/əˈnɑ/
81104,onagers,/ˈɑnədʒɝz/
81105,onan,/ˈoʊnən/
81106,onassis,"/oʊˈnæsɪs/, /oʊˈnɑsɪs/"
81107,onassis',"/oʊˈnæsɪs/, /oʊˈnɑsɪs/"
81108,onassis's,"/oʊˈnæsɪsɪs/, /oʊˈnɑsɪsɪs/"
81109,onate,/ˈoʊneɪt/
81110,onawa,/oʊˈnɑwə/
81111,onboard,/ˈɑnˌbɔɹd/
81112,oncale,/oʊnˈkɑɫi/
81113,once,/ˈwəns/
81114,oncogen,/ˈɑŋkoʊdʒən/
81115,oncogene,/ˈɑŋkoʊˌdʒin/
81116,oncogenes,/ɑŋˈkɑˌdʒɛnis/
81117,oncologist,/ɑŋˈkɑɫədʒɪst/
81118,oncologists,/ɑŋˈkɑɫədʒɪsts/
81119,oncology,/ɑŋˈkɑɫədʒi/
81120,oncoming,/ˈɔnˌkəmɪŋ/
81121,oncor,/ˈɑnˌkɔɹ/
81122,ondaatje,/ɑnˈdɑtjə/
81123,onder,/ˈɑndɝ/
81124,onderdonk,/ˈɑndɝdəŋk/
81125,ondo,/ˈɔndoʊ/
81126,ondracek,/ˈɑndɹəsɛk/
81127,one,/ˈwən/
81128,one-eyed,/ˌwəˈnaɪd/
81129,one-legged,/ˌwənˈɫɛɡəd/
81130,one-man,/ˈwənˈmæn/
81131,one-night,/ˈwənˌnaɪt/
81132,one-off,/ˌwəˈnɔf/
81133,one-on-one,/ˈwənəˈnɑn/
81134,one-sided,/ˌwənˈsaɪdəd/
81135,one-third,/ˌwənˈθɝd/
81136,one-time,/ˈwənˈtaɪm/
81137,one-up-manship,/ˌwəˈnəpmænˌʃɪp/
81138,one-upmanship,/ˌwəˈnəpmənˌʃɪp/
81139,one-way,/ˈwənˈweɪ/
81140,one-year,/ˈwənˌjɪɹ/
81141,one's,/ˈwənz/
81142,oneal,/oʊˈniɫ/
81143,oneall,/ˈɑnəɫ/
81144,onecomm,/ˈwənˌkɑm/
81145,oneida,/oʊˈnaɪdə/
81146,oneil,/oʊˈniɫ/
81147,oneill,/oʊˈniɫ/
81148,oneness,"/ˈwənəs/, /ˈwənnəs/"
81149,oneok,/ˈoʊniɑk/
81150,onerous,/ˈoʊnɝəs/
81151,ones,/ˈwənz/
81152,ones',/ˈwənz/
81153,oneself,/ˌwənˈsɛɫf/
81154,onetime,/ˈwənˈtaɪm/
81155,onex,/ˈwəˈnɛks/
81156,onex's,/ˈwəˈnɛksɪz/
81157,oney,/ˈoʊni/
81158,oneyear,/ˈwənˈjɪɹ/
81159,ong,/ˈɔŋ/
81160,ongoing,"/ˈɑnˌɡoʊɪŋ/, /ˈɔnˌɡoʊɪŋ/"
81161,ongpin,/ˈɔŋpɪn/
81162,onion,/ˈənjən/
81163,onions,/ˈənjənz/
81164,onishi,/oʊˈniʃi/
81165,onken,/ˈɑŋkən/
81166,onley,/ˈɑnɫi/
81167,online,/ˈɔnˌɫaɪn/
81168,online's,/ˈɔnˌɫaɪnz/
81169,onlooker,/ˈɔnˌɫʊkɝ/
81170,onlookers,/ˈɔnˌɫʊkɝz/
81171,only,/ˈoʊnɫi/
81172,onnen,/ˈɑnən/
81173,onni,/ˈɑni/
81174,onno,/ˈɑnoʊ/
81175,ono,/ˈoʊnoʊ/
81176,onoda,/oʊˈnoʊdə/
81177,onofre,/oʊˈnɔfɹi/
81178,onofrio,/oʊˈnoʊfɹioʊ/
81179,onomastic,/ˌɑnəˈmæstɪk/
81180,onomastics,/ˌɑnəˈmæstɪks/
81181,onomatopeia,/ˌɑnəmætəˈpiə/
81182,onondaga,/ˌɑnənˈdɔɡə/
81183,onorato,/oʊnɔˈɹɑtoʊ/
81184,onrushing,/ˈɑnˌɹəʃɪŋ/
81185,ons,/ˈɑnz/
81186,onscreen,/ˌɑnsˈkɹin/
81187,onset,"/ˈɑnˌsɛt/, /ˈɔnˌsɛt/"
81188,onshore,/ˈɑnˌʃɔɹ/
81189,onsite,/ˈɑnˈsaɪt/
81190,onslaught,/ˈɔnˌsɫɔt/
81191,onslow,/ˈɑnsɫoʊ/
81192,onstad,/ˈɑnstəd/
81193,onstage,/ˌɑnˈsteɪdʒ/
81194,onstott,/ˈɑnstət/
81195,ontario,/ɑnˈtɛɹioʊ/
81196,ontario's,/ɑnˈtɛɹioʊz/
81197,ontiveros,/oʊntiˈvɛɹoʊz/
81198,ontko,/ˈɑntkoʊ/
81199,onto,"/ˈɑntu/, /ˈɔntu/"
81200,ontogeny,/ɑnˈtɑdʒəni/
81201,ontological,/ˌɑntəˈɫɑdʒɪkəɫ/
81202,ontology,/ɑnˈtɑɫədʒi/
81203,onus,/ˈoʊnəs/
81204,onward,/ˈɔnwɝd/
81205,onwards,/ˈɑnwɝdz/
81206,onyx,/ˈɑnɪks/
81207,oodle,/ˈudəɫ/
81208,oodles,/ˈudəɫz/
81209,ooh,/ˈu/
81210,oohs,/ˈuz/
81211,ooley,/ˈuɫi/
81212,oolong,/ˈuɫɔŋ/
81213,oomph,/ˈumf/
81214,oona,/ˈunə/
81215,oooh,/ˈu/
81216,ooohs,"/ˈoʊz/, /ˈuz/"
81217,oop,/ˈup/
81218,ooph,/ˈuf/
81219,oops,/ˈups/
81220,ooten,/ˈutən/
81221,ooze,/ˈuz/
81222,oozed,/ˈuzd/
81223,oozes,/ˈuzɪz/
81224,oozing,/ˈuzɪŋ/
81225,op,"/ˈɑp/, /ˈɔp/"
81226,op's,/ˈɑps/
81227,opacity,/oʊˈpæsəti/
81228,opal,/ˈoʊpəɫ/
81229,opal's,/ˈoʊpəɫz/
81230,opalina,/oʊpɑˈɫinə/
81231,opaline,/ˈoʊpəˌɫin/
81232,opalines,/ˈoʊpəˌɫinz/
81233,opalka,/əˈpɑɫkə/
81234,opaque,/oʊˈpeɪk/
81235,opax,/ˈoʊˌpæks/
81236,opcom,/ˈɑpkɑm/
81237,opdahl,/ˈɑpˌdɑɫ/
81238,opdyke,/ˈɑpˌdaɪk/
81239,opec,/ˈoʊˌpɛk/
81240,opec's,/ˈoʊˌpɛks/
81241,opel,/ˈoʊpəɫ/
81242,opel's,/ˈoʊpəɫz/
81243,open,/ˈoʊpən/
81244,open-ended,/ˈoʊpəˌnɛndəd/
81245,open-source,/ˈoʊpənˌsɔɹs/
81246,opened,/ˈoʊpənd/
81247,opener,/ˈoʊpənɝ/
81248,openers,/ˈoʊpənɝz/
81249,opening,/ˈoʊpənɪŋ/
81250,openings,/ˈoʊpənɪŋz/
81251,openly,/ˈoʊpənɫi/
81252,openness,"/ˈoʊpənəs/, /ˈoʊpənnəs/"
81253,opens,/ˈoʊpənz/
81254,openshaw,/ˈoʊpənˌʃɔ/
81255,openwork,/ˈoʊpənˌwɝk/
81256,opera,/ˈɑpɹə/
81257,opera's,/ˈɑpɹəz/
81258,operable,/ˈɑpɝəbəɫ/
81259,operan,/ˈɑpɝən/
81260,operandi,"/ˌɑpɝˈændaɪ/, /ˌɑpɝˈændi/, /ˌɑpɝˈɛndaɪ/"
81261,operant,/ˈɑpɝənt/
81262,operas,/ˈɑpɹəz/
81263,operate,"/ˈɑpɝˌeɪt/, /ˈɔpɝˌeɪt/"
81264,operated,/ˈɑpɝˌeɪtəd/
81265,operates,/ˈɑpɝˌeɪts/
81266,operatic,/ˌɑpɝˈætɪk/
81267,operating,"/ˈɑpɝˌeɪtɪŋ/, /ˈɔpɝˌeɪtɪŋ/"
81268,operation,/ˌɑpɝˈeɪʃən/
81269,operation's,/ˌɑpɝˈeɪʃənz/
81270,operational,/ˌɑpɝˈeɪʃənəɫ/
81271,operationally,"/ˈɑpɝˈeɪʃənəɫi/, /ˈɑpɝˈeɪʃnəɫi/"
81272,operations,/ˌɑpɝˈeɪʃənz/
81273,operations',/ˌɑpɝˈeɪʃənz/
81274,operative,/ˈɑpɝətɪv/
81275,operatives,/ˈɑpɝətɪvz/
81276,operator,/ˈɑpɝˌeɪtɝ/
81277,operator's,/ˈɑpɝˌeɪtɝz/
81278,operators,"/ˈɑpɝˌeɪtɝz/, /ˈɔpɝˌeɪtɝz/"
81279,operators',/ˈɔpɝˌeɪtɝz/
81280,opere,/oʊˈpɛɹ/
81281,operetta,/ˌɑpɝˈɛtə/
81282,operettas,/ˌɑpɝˈɛtəz/
81283,opfer,/ˈɑpfɝ/
81284,opheim,/ˈɑpˌhaɪm/
81285,ophelia,/əˈfiɫjə/
81286,ophthalmic,/ɑfˈθæɫmɪk/
81287,ophthalmologist,"/ˌɑfθəˈmɑɫədʒɪst/, /ˌɑpθəˈmɑɫədʒɪst/"
81288,ophthalmologists,"/ˌɑfθəˈmɑɫədʒɪs/, /ˌɑfθəˈmɑɫədʒɪsts/, /ˌɑpθəˈmɑɫədʒɪs/, /ˌɑpθəˈmɑɫədʒɪsts/"
81289,ophthalmology,"/ˌɑfθəˈmɑɫədʒi/, /ˌɑpθəˈmɑɫədʒi/"
81290,ophthalmoscope,/ɑfˈθæɫməˌskoʊp/
81291,ophuls,/ˈoʊfəɫz/
81292,opiate,/ˈoʊˌpiət/
81293,opiates,/ˈoʊˌpiəts/
81294,opic,/ˈɑpɪk/
81295,opic's,/ˈɑpɪks/
81296,opie,/ˈoʊˌpi/
81297,opiela,/ˌoʊˈpiɫə/
81298,opine,/oʊˈpaɪn/
81299,opined,/oʊˈpaɪnd/
81300,opines,/oʊˈpaɪnz/
81301,opining,/oʊˈpaɪnɪŋ/
81302,opinion,/əˈpɪnjən/
81303,opinionate,/əˈpɪnjəˌneɪt/
81304,opinionated,/əˈpɪnjəˌneɪtɪd/
81305,opinions,/əˈpɪnjənz/
81306,opitz,/ˈɑpɪts/
81307,opium,/ˈoʊpiəm/
81308,opland,/ˈɑpɫənd/
81309,ople,/ˈoʊpəɫ/
81310,oplinger,"/ˈoʊpəɫɪŋɝ/, /ˈoʊpɫɪŋɝ/"
81311,opossum,/oʊˈpɑsəm/
81312,opp,/ˈɑp/
81313,oppedisano,/oʊpɛdiˈsɑnoʊ/
81314,oppel,/ˈɑpəɫ/
81315,oppelt,/ˈɑpɪɫt/
81316,oppenheim,/ˈɑpɪnˌhaɪm/
81317,oppenheimer,/ˈɑpənˌhaɪmɝ/
81318,oppenheimer's,/ˈɑpənˌhaɪmɝz/
81319,oppenheimers,/ˈɑpənˌhaɪmɝz/
81320,oppens,/ˈɑpənz/
81321,opper,/ˈɑpɝ/
81322,opperman,/ˈɑpɝmən/
81323,oppermann,/ˈɑpɝmən/
81324,oppler,/ˈɔpɫɝ/
81325,oppliger,/ˈɑpɫɪɡɝ/
81326,opponent,/əˈpoʊnənt/
81327,opponent's,/əˈpoʊnənts/
81328,opponents,/əˈpoʊnənts/
81329,opponents',/əˈpoʊnənts/
81330,opportune,/ˌɑpɝˈtun/
81331,opportunism,/ˌɑpɝˈtuˌnɪzəm/
81332,opportunist,/ˌɑpɝˈtunɪst/
81333,opportunistic,/ˌɑpɝˌtuˈnɪstɪk/
81334,opportunists,/ˌɑpɝˈtunɪsts/
81335,opportunities,/ˌɑpɝˈtunətiz/
81336,opportunity,/ˌɑpɝˈtunəti/
81337,oppose,/əˈpoʊz/
81338,opposed,/əˈpoʊzd/
81339,opposes,/əˈpoʊzɪz/
81340,opposing,/əˈpoʊzɪŋ/
81341,opposite,"/ˈɑpəzət/, /ˈɑpzət/"
81342,opposites,/ˈɑpəzəts/
81343,opposition,/ˌɑpəˈzɪʃən/
81344,opposition's,/ˌɑpəˈzɪʃənz/
